#pacId	locusName	transcriptName	peptideName	Pfam	Panther	ec	KOG	KO	GO	Best-hit-arabi-name	Best-hit-arabi-defline	Best-hit-clamy-name	Best-hit-clamy-defline	Best-hit-rice-name	Best-hit-rice-defline
PAC:51212554	Qurub.01G000100	Qurub.01G000100.1	Qurub.01G000100.1												
PAC:51211628	Qurub.01G020600	Qurub.01G020600.1	Qurub.01G020600.1	PF01370	PTHR10366 PTHR10366:SF403	EC:1.17.1.3		K13081	GO:0003824 GO:0050662			Cre11.g477200	Putative 2'-hydroxyisoflavone reductase	LOC_Os03g15360	nmrA-like family domain containing protein, expressed
PAC:51213475	Qurub.01G020700	Qurub.01G020700.1	Qurub.01G020700.1	PF10269 PF13920	PTHR10044 PTHR10044:SF122		KOG4172		GO:0005515 GO:0008270	AT1G68820	Transmembrane Fragile-X-F-associated protein				
PAC:51211188	Qurub.01G020800	Qurub.01G020800.1	Qurub.01G020800.1		PTHR12825 PTHR12825:SF0										
PAC:51212140	Qurub.01G020900	Qurub.01G020900.1	Qurub.01G020900.1	PF13664	PTHR23241 PTHR23241:SF55		KOG2886			AT3G62580	Late embryogenesis abundant protein (LEA) family protein	Cre11.g477500	(1 of 1) KOG2886 - Uncharacterized conserved protein	LOC_Os12g37060	expressed protein
PAC:51212297	Qurub.01G021000	Qurub.01G021000.1	Qurub.01G021000.1	PF00462	PTHR10293 PTHR10293:SF37	EC:1.8.1.9	KOG1752	K07390	GO:0009055 GO:0015035 GO:0045454	AT3G54900	CAX interacting protein 1	Cre07.g325743	Glutaredoxin, CGFS type	LOC_Os03g63420	OsGrx_S14 - glutaredoxin subgroup II, expressed
PAC:51213672	Qurub.01G021100	Qurub.01G021100.1	Qurub.01G021100.1												
PAC:51212667	Qurub.01G021200	Qurub.01G021200.1	Qurub.01G021200.1	PF00361	PTHR22773 PTHR22773:SF50	EC:1.6.5.3	KOG4668		GO:0008137 GO:0042773 GO:0055114						
PAC:51213913	Qurub.01G021300	Qurub.01G021300.1	Qurub.01G021300.1												
PAC:51212224	Qurub.01G021400	Qurub.01G021400.1	Qurub.01G021400.1	PF00931	PTHR23155 PTHR23155:SF563		KOG4658		GO:0043531						
PAC:51212225	Qurub.01G021400	Qurub.01G021400.2	Qurub.01G021400.2	PF00931	PTHR23155 PTHR23155:SF563		KOG4658		GO:0043531						
PAC:51212226	Qurub.01G021400	Qurub.01G021400.3	Qurub.01G021400.3	PF00931	PTHR23155 PTHR23155:SF563		KOG4658		GO:0043531						
PAC:51213605	Qurub.01G021500	Qurub.01G021500.1	Qurub.01G021500.1	PF11721	PTHR27003 PTHR27003:SF5	EC:2.7.10.1 EC:2.7.11.1				AT1G25570	Di-glucose binding protein with Leucine-rich repeat domain			LOC_Os01g04720	leucine-rich repeat protein-related, putative, expressed
PAC:51211465	Qurub.01G021600	Qurub.01G021600.1	Qurub.01G021600.1	PF00847 PF02362	PTHR31140 PTHR31140:SF3			K09287	GO:0003677 GO:0003700 GO:0006355	AT1G25560	AP2/B3 transcription factor family protein			LOC_Os01g49830	B3 DNA binding domain containing protein, expressed
PAC:51214284	Qurub.01G021700	Qurub.01G021700.1	Qurub.01G021700.1	PF00557	PTHR10804 PTHR10804:SF68	EC:3.4.11.18		K01265	GO:0004177 GO:0006508 GO:0008235	AT1G13270	methionine aminopeptidase 1B	Cre05.g237000	Methionine aminopeptidase	LOC_Os04g52100	peptidase, M24 family protein, putative, expressed
PAC:51213057	Qurub.01G021800	Qurub.01G021800.1	Qurub.01G021800.1	PF02892 PF05699 PF14372	PTHR23272 PTHR23272:SF0		KOG1121		GO:0003677 GO:0046983					LOC_Os08g09800	WRKY105, expressed
PAC:51214245	Qurub.01G021900	Qurub.01G021900.1	Qurub.01G021900.1	PF12874	PTHR10593 PTHR10593:SF27				GO:0046872	AT1G13290	C2H2-like zinc finger protein			LOC_Os09g13680	ZOS9-04 - C2H2 zinc finger protein, expressed
PAC:51212979	Qurub.01G022000	Qurub.01G022000.1	Qurub.01G022000.1	PF01578	PTHR30071 PTHR30071:SF7				GO:0015232 GO:0015886 GO:0016020 GO:0017004 GO:0020037						
PAC:51212838	Qurub.01G022100	Qurub.01G022100.1	Qurub.01G022100.1	PF00249	PTHR31003 PTHR31003:SF4					AT1G68670	myb-like transcription factor family protein			LOC_Os02g22020	MYB family transcription factor, putative, expressed
PAC:51211527	Qurub.01G022200	Qurub.01G022200.1	Qurub.01G022200.1	PF13483	PTHR36142 PTHR36142:SF2					AT1G29700	Metallo-hydrolase/oxidoreductase superfamily protein	Cre10.g442950	(1 of 2) PF13483 - Beta-lactamase superfamily domain (Lactamase_B_3)	LOC_Os12g44370	expressed protein
PAC:51212308	Qurub.01G022300	Qurub.01G022300.1	Qurub.01G022300.1	PF03097	PTHR23030 PTHR23030:SF18					AT1G13310	Endosomal targeting BRO1-like domain-containing protein				
PAC:51212309	Qurub.01G022300	Qurub.01G022300.2	Qurub.01G022300.2	PF03097	PTHR23030 PTHR23030:SF18					AT1G13310	Endosomal targeting BRO1-like domain-containing protein				
PAC:51212310	Qurub.01G022300	Qurub.01G022300.3	Qurub.01G022300.3	PF03097	PTHR23030 PTHR23030:SF18					AT1G13310	Endosomal targeting BRO1-like domain-containing protein				
PAC:51211415	Qurub.01G022400	Qurub.01G022400.1	Qurub.01G022400.1	PF11265	PTHR12433 PTHR12433:SF11			K15168		AT1G25540	phytochrome and flowering time regulatory protein (PFT1)			LOC_Os09g13610	PFT1, putative, expressed
PAC:51211416	Qurub.01G022400	Qurub.01G022400.2	Qurub.01G022400.2	PF11265	PTHR12433 PTHR12433:SF11			K15168		AT1G25540	phytochrome and flowering time regulatory protein (PFT1)			LOC_Os09g13610	PFT1, putative, expressed
PAC:51213829	Qurub.01G022500	Qurub.01G022500.1	Qurub.01G022500.1	PF01490	PTHR22950 PTHR22950:SF327		KOG1303			AT1G25530	Transmembrane amino acid transporter family protein			LOC_Os04g38860	expressed protein
PAC:51213835	Qurub.01G022500	Qurub.01G022500.2	Qurub.01G022500.2	PF03222	PTHR22950 PTHR22950:SF327		KOG1305		GO:0003333	AT1G25530	Transmembrane amino acid transporter family protein			LOC_Os04g38860	expressed protein
PAC:51213833	Qurub.01G022500	Qurub.01G022500.3	Qurub.01G022500.3	PF03222	PTHR22950 PTHR22950:SF327		KOG1303		GO:0003333	AT1G25530	Transmembrane amino acid transporter family protein			LOC_Os04g38860	expressed protein
PAC:51213834	Qurub.01G022500	Qurub.01G022500.4	Qurub.01G022500.4	PF03222	PTHR22950 PTHR22950:SF327		KOG1303		GO:0003333	AT1G25530	Transmembrane amino acid transporter family protein			LOC_Os04g38860	expressed protein
PAC:51213831	Qurub.01G022500	Qurub.01G022500.5	Qurub.01G022500.5	PF01490	PTHR22950 PTHR22950:SF327		KOG1303			AT1G25530	Transmembrane amino acid transporter family protein			LOC_Os04g38860	expressed protein
PAC:51213832	Qurub.01G022500	Qurub.01G022500.6	Qurub.01G022500.6	PF01490	PTHR22950 PTHR22950:SF327		KOG1303			AT1G25530	Transmembrane amino acid transporter family protein			LOC_Os04g38860	expressed protein
PAC:51213830	Qurub.01G022500	Qurub.01G022500.7	Qurub.01G022500.7	PF01490	PTHR22950 PTHR22950:SF327		KOG1303			AT1G25530	Transmembrane amino acid transporter family protein			LOC_Os04g38860	expressed protein
PAC:51214321	Qurub.01G022600	Qurub.01G022600.1	Qurub.01G022600.1	PF02617	PTHR33473 PTHR33473:SF4				GO:0030163			Cre17.g696400	Clp protease adaptor protein		
PAC:51211912	Qurub.01G022700	Qurub.01G022700.1	Qurub.01G022700.1	PF01169	PTHR12608				GO:0016020			Cre17.g731300	(1 of 4) PTHR12608 - TRANSMEMBRANE PROTEIN HTP-1 RELATED		
PAC:51213749	Qurub.01G022800	Qurub.01G022800.1	Qurub.01G022800.1	PF01169	PTHR12608		KOG2881		GO:0016020	AT1G68650	Uncharacterized protein family (UPF0016)	Cre17.g731300	(1 of 4) PTHR12608 - TRANSMEMBRANE PROTEIN HTP-1 RELATED	LOC_Os08g33630	uncharacterized protein family UPF0016 domain containing protein, expressed
PAC:51213750	Qurub.01G022800	Qurub.01G022800.2	Qurub.01G022800.2	PF01169	PTHR12608		KOG2881		GO:0016020	AT1G68650	Uncharacterized protein family (UPF0016)	Cre17.g731300	(1 of 4) PTHR12608 - TRANSMEMBRANE PROTEIN HTP-1 RELATED	LOC_Os08g33630	uncharacterized protein family UPF0016 domain containing protein, expressed
PAC:51213218	Qurub.01G022900	Qurub.01G022900.1	Qurub.01G022900.1	PF00026	PTHR13683 PTHR13683:SF274	EC:3.4.23.12	KOG1339		GO:0004190 GO:0006508	AT1G25510	Eukaryotic aspartyl protease family protein			LOC_Os01g04710	aspartic proteinase, putative, expressed
PAC:51213279	Qurub.01G023000	Qurub.01G023000.1	Qurub.01G023000.1	PF04515	PTHR12385 PTHR12385:SF36		KOG1362			AT1G25500	Plasma-membrane choline transporter family protein			LOC_Os02g36960	choline transporter-related, putative, expressed
PAC:51213282	Qurub.01G023000	Qurub.01G023000.2	Qurub.01G023000.2	PF04515	PTHR12385 PTHR12385:SF36					AT1G25500	Plasma-membrane choline transporter family protein			LOC_Os02g36960	choline transporter-related, putative, expressed
PAC:51213280	Qurub.01G023000	Qurub.01G023000.3	Qurub.01G023000.3	PF04515	PTHR12385 PTHR12385:SF36		KOG1362			AT1G25500	Plasma-membrane choline transporter family protein			LOC_Os02g36960	choline transporter-related, putative, expressed
PAC:51213281	Qurub.01G023000	Qurub.01G023000.4	Qurub.01G023000.4	PF04515	PTHR12385 PTHR12385:SF36					AT1G25500	Plasma-membrane choline transporter family protein			LOC_Os02g36960	choline transporter-related, putative, expressed
PAC:51211289	Qurub.01G023100	Qurub.01G023100.1	Qurub.01G023100.1	PF00170 PF14144	PTHR22952 PTHR22952:SF209			K14431	GO:0003700 GO:0006351 GO:0006355 GO:0043565	AT1G68640	bZIP transcription factor family protein				
PAC:51214070	Qurub.01G023200	Qurub.01G023200.1	Qurub.01G023200.1		PTHR34956 PTHR34956:SF1										
PAC:51212269	Qurub.01G023300	Qurub.01G023300.1	Qurub.01G023300.1	PF04504	PTHR31662 PTHR31662:SF1										
PAC:51213194	Qurub.01G023400	Qurub.01G023400.1	Qurub.01G023400.1	PF04749	PTHR15907 PTHR15907:SF47					AT1G14870	PLANT CADMIUM RESISTANCE 2	Cre17.g738000	Aggregation 2	LOC_Os02g36940	uncharacterized Cys-rich domain containing protein, putative, expressed
PAC:51213195	Qurub.01G023400	Qurub.01G023400.2	Qurub.01G023400.2	PF04749	PTHR15907 PTHR15907:SF47					AT1G14870	PLANT CADMIUM RESISTANCE 2	Cre17.g738000	Aggregation 2	LOC_Os02g36940	uncharacterized Cys-rich domain containing protein, putative, expressed
PAC:51214274	Qurub.01G023500	Qurub.01G023500.1	Qurub.01G023500.1	PF12695	PTHR23024 PTHR23024:SF194	EC:3.1.1.1	KOG1515			AT1G68620	alpha/beta-Hydrolases superfamily protein			LOC_Os03g15270	gibberellin receptor GID1L2, putative, expressed
PAC:51213158	Qurub.01G023600	Qurub.01G023600.1	Qurub.01G023600.1	PF13646	PTHR10648 PTHR10648:SF11			K03456		AT3G25800	protein phosphatase 2A  subunit A2	Cre11.g477300	Flagellar Associated Protein 8	LOC_Os09g07510	HEAT repeat family protein, putative, expressed
PAC:51213159	Qurub.01G023600	Qurub.01G023600.2	Qurub.01G023600.2	PF13646	PTHR10648 PTHR10648:SF11			K03456		AT3G25800	protein phosphatase 2A  subunit A2	Cre11.g477300	Flagellar Associated Protein 8	LOC_Os09g07510	HEAT repeat family protein, putative, expressed
PAC:51213160	Qurub.01G023600	Qurub.01G023600.3	Qurub.01G023600.3	PF13646	PTHR10648 PTHR10648:SF11					AT3G25800	protein phosphatase 2A  subunit A2	Cre11.g477300	Flagellar Associated Protein 8	LOC_Os09g07510	HEAT repeat family protein, putative, expressed
PAC:51212284	Qurub.01G023700	Qurub.01G023700.1	Qurub.01G023700.1	PF11744	PTHR31086 PTHR31086:SF20		KOG4711		GO:0015743	AT1G25480	Aluminium activated malate transporter family protein			LOC_Os02g49790	aluminum-activated malate transporter, putative, expressed
PAC:51213748	Qurub.01G023800	Qurub.01G023800.1	Qurub.01G023800.1	PF11744	PTHR31086 PTHR31086:SF18		KOG4711		GO:0015743					LOC_Os02g49790	aluminum-activated malate transporter, putative, expressed
PAC:51211892	Qurub.01G023900	Qurub.01G023900.1	Qurub.01G023900.1	PF04839	PTHR35108 PTHR35108:SF1			K19032	GO:0003735 GO:0005840 GO:0006412	AT1G68590	Ribosomal protein PSRP-3/Ycf65			LOC_Os04g38750	plastid-specific 30S ribosomal protein 3, chloroplast precursor, putative, expressed
PAC:51211893	Qurub.01G023900	Qurub.01G023900.2	Qurub.01G023900.2	PF04839	PTHR35108 PTHR35108:SF1			K19032	GO:0003735 GO:0005840 GO:0006412	AT1G68590	Ribosomal protein PSRP-3/Ycf65			LOC_Os04g38750	plastid-specific 30S ribosomal protein 3, chloroplast precursor, putative, expressed
PAC:51211390	Qurub.01G024000	Qurub.01G024000.1	Qurub.01G024000.1		PTHR36367 PTHR36367:SF1					AT3G25805		Cre02.g088500	(1 of 1) 5.3.3.1 - Steroid Delta-isomerase / Steroid isomerase		
PAC:51211481	Qurub.01G024100	Qurub.01G024100.1	Qurub.01G024100.1	PF07106	PTHR15938 PTHR15938:SF0		KOG4603	K06695		AT1G13330	Arabidopsis Hop2 homolog	Cre06.g284400	(1 of 1) K06695 - 26S proteasome regulatory subunit, ATPase 3, interacting protein (PSMC3IP)	LOC_Os03g50220	homologous-pairing protein meu13, putative, expressed
PAC:51214231	Qurub.01G024200	Qurub.01G024200.1	Qurub.01G024200.1	PF03398	PTHR12161 PTHR12161:SF16					AT1G13340	Regulator of Vps4 activity in the MVB pathway protein			LOC_Os03g50210	DUF292 domain containing protein, expressed
PAC:51212512	Qurub.01G024300	Qurub.01G024300.1	Qurub.01G024300.1	PF07714	PTHR24056 PTHR24056:SF45	EC:2.7.11.1		K08827	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G13350	Protein kinase superfamily protein	Cre06.g248850	(1 of 1) K08827 - serine/threonine-protein kinase PRP4 [EC:2.7.11.1] (PRPF4B)	LOC_Os12g44330	serine/threonine-protein kinase PRP4, putative, expressed
PAC:51212513	Qurub.01G024300	Qurub.01G024300.2	Qurub.01G024300.2	PF07714	PTHR24056 PTHR24056:SF45	EC:2.7.11.1		K08827	GO:0004672 GO:0004713 GO:0005524 GO:0006468	AT1G13350	Protein kinase superfamily protein	Cre06.g248850	(1 of 1) K08827 - serine/threonine-protein kinase PRP4 [EC:2.7.11.1] (PRPF4B)	LOC_Os12g44330	serine/threonine-protein kinase PRP4, putative, expressed
PAC:51212558	Qurub.01G024400	Qurub.01G024400.1	Qurub.01G024400.1		PTHR22814 PTHR22814:SF144		KOG1603			AT3G25855	Copper transport protein family				
PAC:51214306	Qurub.01G024500	Qurub.01G024500.1	Qurub.01G024500.1							AT1G68585					
PAC:51213025	Qurub.01G024600	Qurub.01G024600.1	Qurub.01G024600.1	PF01426 PF05641	PTHR31917 PTHR31917:SF9				GO:0003682	AT1G68580	agenet domain-containing protein / bromo-adjacent homology (BAH) domain-containing protein			LOC_Os08g33420	agenet domain containing protein, expressed
PAC:51213026	Qurub.01G024600	Qurub.01G024600.2	Qurub.01G024600.2	PF01426 PF05641	PTHR31917 PTHR31917:SF9				GO:0003682	AT1G68580	agenet domain-containing protein / bromo-adjacent homology (BAH) domain-containing protein			LOC_Os08g33420	agenet domain containing protein, expressed
PAC:51213027	Qurub.01G024600	Qurub.01G024600.3	Qurub.01G024600.3	PF01426 PF05641	PTHR31917 PTHR31917:SF9				GO:0003682	AT1G68580	agenet domain-containing protein / bromo-adjacent homology (BAH) domain-containing protein			LOC_Os08g33420	agenet domain containing protein, expressed
PAC:51212183	Qurub.01G024700	Qurub.01G024700.1	Qurub.01G024700.1	PF00198 PF00364 PF02817	PTHR23151 PTHR23151:SF61	EC:2.3.1.12	KOG0557	K00627	GO:0008152 GO:0016746	AT3G25860	2-oxoacid dehydrogenases acyltransferase family protein	Cre03.g158900	dihydrolipoamide acetyltransferase, possibly plastidic	LOC_Os08g33440	2-oxo acid dehydrogenases acyltransferase domain containing protein, expressed
PAC:51212184	Qurub.01G024700	Qurub.01G024700.2	Qurub.01G024700.2	PF00198 PF00364 PF02817	PTHR23151 PTHR23151:SF61	EC:2.3.1.12	KOG0557	K00627	GO:0008152 GO:0016746	AT3G25860	2-oxoacid dehydrogenases acyltransferase family protein	Cre03.g158900	dihydrolipoamide acetyltransferase, possibly plastidic	LOC_Os08g33440	2-oxo acid dehydrogenases acyltransferase domain containing protein, expressed
PAC:51213871	Qurub.01G024800	Qurub.01G024800.1	Qurub.01G024800.1	PF08718	PTHR10219 PTHR10219:SF28		KOG4189		GO:0005737 GO:0017089 GO:0046836 GO:0051861	AT4G39670	Glycolipid transfer protein (GLTP) family protein	Cre03.g144204	(1 of 1) KOG4189 - Uncharacterized conserved protein	LOC_Os03g50280	GLTP domain containing protein, putative, expressed
PAC:51212699	Qurub.01G024900	Qurub.01G024900.1	Qurub.01G024900.1	PF00854	PTHR11654 PTHR11654:SF178				GO:0005215 GO:0006810 GO:0016020	AT1G68570	Major facilitator superfamily protein	Cre04.g224700	Nitrate transporter NRT1 family	LOC_Os06g15370	peptide transporter PTR2, putative, expressed
PAC:51211726	Qurub.01G025000	Qurub.01G025000.1	Qurub.01G025000.1	PF13975	PTHR33067 PTHR33067:SF2										
PAC:51213273	Qurub.01G025100	Qurub.01G025100.1	Qurub.01G025100.1		PTHR34539 PTHR34539:SF1					AT1G13360	(1 of 1) PTHR34539:SF1 - GENOMIC DNA, CHROMOSOME 3, P1 CLONE: MPE11			LOC_Os01g04010	expressed protein
PAC:51211781	Qurub.01G025200	Qurub.01G025200.1	Qurub.01G025200.1	PF15699	PTHR35735 PTHR35735:SF1					AT3G25882	NIM1-interacting 2				
PAC:51211655	Qurub.01G025300	Qurub.01G025300.1	Qurub.01G025300.1		PTHR35735 PTHR35735:SF1										
PAC:51211802	Qurub.01G025400	Qurub.01G025400.1	Qurub.01G025400.1		PTHR35735 PTHR35735:SF1										
PAC:51213872	Qurub.01G025500	Qurub.01G025500.1	Qurub.01G025500.1												
PAC:51211943	Qurub.01G025600	Qurub.01G025600.1	Qurub.01G025600.1	PF00847	PTHR31194 PTHR31194:SF8				GO:0003700 GO:0006355	AT3G25890	Integrase-type DNA-binding superfamily protein			LOC_Os09g13940	AP2 domain containing protein, expressed
PAC:51211841	Qurub.01G025700	Qurub.01G025700.1	Qurub.01G025700.1	PF01370	PTHR10366 PTHR10366:SF307		KOG1502		GO:0003824 GO:0050662	AT1G68540	NAD(P)-binding Rossmann-fold superfamily protein	Cre12.g497500	Cinnamoyl-CoA reductase/flavanone 4-reductase	LOC_Os01g03670	dihydroflavonol-4-reductase, putative, expressed
PAC:51211842	Qurub.01G025700	Qurub.01G025700.2	Qurub.01G025700.2	PF01370	PTHR10366 PTHR10366:SF307		KOG1502		GO:0003824 GO:0050662	AT1G68540	NAD(P)-binding Rossmann-fold superfamily protein	Cre12.g497500	Cinnamoyl-CoA reductase/flavanone 4-reductase	LOC_Os01g03670	dihydroflavonol-4-reductase, putative, expressed
PAC:51211843	Qurub.01G025700	Qurub.01G025700.3	Qurub.01G025700.3	PF16363	PTHR10366 PTHR10366:SF307		KOG1502			AT1G68540	NAD(P)-binding Rossmann-fold superfamily protein	Cre12.g497500	Cinnamoyl-CoA reductase/flavanone 4-reductase	LOC_Os01g03670	dihydroflavonol-4-reductase, putative, expressed
PAC:51213107	Qurub.01G025800	Qurub.01G025800.1	Qurub.01G025800.1	PF08392 PF08541	PTHR31561 PTHR31561:SF5	EC:2.3.1.199		K15397	GO:0006633 GO:0008610 GO:0016020 GO:0016747	AT1G68530	3-ketoacyl-CoA synthase 6	Cre17.g722150	Type III polyketide synthase	LOC_Os03g12030	3-ketoacyl-CoA synthase, putative, expressed
PAC:51213440	Qurub.01G025900	Qurub.01G025900.1	Qurub.01G025900.1	PF02574	PTHR21091 PTHR21091:SF6	EC:2.1.1.10	KOG1579	K00547		AT3G25900	Homocysteine S-methyltransferase family protein	Cre10.g455650	(1 of 1) 2.1.1.10 - Homocysteine S-methyltransferase	LOC_Os03g12110	homocysteine S-methyltransferase protein, putative, expressed
PAC:51214009	Qurub.01G026000	Qurub.01G026000.1	Qurub.01G026000.1		PTHR33405 PTHR33405:SF2										
PAC:51214390	Qurub.01G026100	Qurub.01G026100.1	Qurub.01G026100.1	PF00643 PF06203	PTHR31874 PTHR31874:SF5		KOG1601		GO:0005515 GO:0005622 GO:0008270	AT1G25440	B-box type zinc finger protein with CCT domain			LOC_Os06g15330	CCT/B-box zinc finger protein, putative, expressed
PAC:51212546	Qurub.01G026200	Qurub.01G026200.1	Qurub.01G026200.1	PF03195	PTHR31304 PTHR31304:SF3										
PAC:51214157	Qurub.01G026300	Qurub.01G026300.1	Qurub.01G026300.1	PF12776	PTHR31704 PTHR31704:SF12										
PAC:51212700	Qurub.01G026400	Qurub.01G026400.1	Qurub.01G026400.1		PTHR37184					AT3G25905	CLAVATA3/ESR-RELATED 27				
PAC:51214265	Qurub.01G026500	Qurub.01G026500.1	Qurub.01G026500.1												
PAC:51212802	Qurub.01G026600	Qurub.01G026600.1	Qurub.01G026600.1												
PAC:51211747	Qurub.01G026700	Qurub.01G026700.1	Qurub.01G026700.1	PF06749	PTHR31769 PTHR31769:SF5					AT1G13380	Protein of unknown function (DUF1218)			LOC_Os09g10910	fiber protein Fb34, putative, expressed
PAC:51211167	Qurub.01G026800	Qurub.01G026800.1	Qurub.01G026800.1		PTHR33384 PTHR33384:SF2					AT1G68490	(1 of 5) 1.1.1.85 - 3-isopropylmalate dehydrogenase / IMDH			LOC_Os12g40840	expressed protein
PAC:51213706	Qurub.01G026900	Qurub.01G026900.1	Qurub.01G026900.1	PF00828	PTHR12934 PTHR12934:SF11		KOG0846	K02876	GO:0003735 GO:0006412 GO:0015934	AT3G25920	ribosomal protein L15	Cre14.g612450	Chloroplast ribosomal protein L15	LOC_Os03g12020	50S ribosomal protein L15, chloroplast precursor, putative, expressed
PAC:51211290	Qurub.01G027000	Qurub.01G027000.1	Qurub.01G027000.1		PTHR26374 PTHR26374:SF180				GO:0046872	AT1G68480	C2H2 and C2HC zinc fingers superfamily protein			LOC_Os01g03840	ZOS1-02 - C2H2 zinc finger protein, expressed
PAC:51213517	Qurub.01G027100	Qurub.01G027100.1	Qurub.01G027100.1	PF12776	PTHR31704 PTHR31704:SF9									LOC_Os12g10550	transposon protein, putative, CACTA, En/Spm sub-class, expressed
PAC:51213303	Qurub.01G027200	Qurub.01G027200.1	Qurub.01G027200.1	PF03398	PTHR12161 PTHR12161:SF5					AT1G25420	Regulator of Vps4 activity in the MVB pathway protein	Cre10.g435400	(1 of 1) PTHR12161:SF5 - PROTEIN ISTR-1, ISOFORM A	LOC_Os01g49350	DUF292 domain containing protein, expressed
PAC:51212821	Qurub.01G027300	Qurub.01G027300.1	Qurub.01G027300.1	PF12695	PTHR11614 PTHR11614:SF94	EC:2.3.1.22	KOG1455			AT1G77420	alpha/beta-Hydrolases superfamily protein	Cre09.g390541	(1 of 4) 3.1.1.23 - Acylglycerol lipase / Monoacylglycerol lipase	LOC_Os01g49380	lipase, putative, expressed
PAC:51212822	Qurub.01G027300	Qurub.01G027300.2	Qurub.01G027300.2	PF12695	PTHR11614 PTHR11614:SF94	EC:2.3.1.22	KOG1455			AT1G77420	alpha/beta-Hydrolases superfamily protein	Cre09.g390541	(1 of 4) 3.1.1.23 - Acylglycerol lipase / Monoacylglycerol lipase	LOC_Os01g49380	lipase, putative, expressed
PAC:51213752	Qurub.01G027400	Qurub.01G027400.1	Qurub.01G027400.1		PTHR31696										
PAC:51214067	Qurub.01G027500	Qurub.01G027500.1	Qurub.01G027500.1	PF01715	PTHR11088 PTHR11088:SF27	EC:2.5.1.112 EC:2.5.1.27	KOG1384	K10760	GO:0008033	AT1G68460	isopentenyltransferase 1			LOC_Os05g47840	IPP transferase, putative, expressed
PAC:51211760	Qurub.01G027600	Qurub.01G027600.1	Qurub.01G027600.1	PF00808	PTHR10252	EC:2.7.7.7				AT1G07980	nuclear factor Y, subunit C10			LOC_Os03g63530	histone-like transcription factor and archaeal histone, putative, expressed
PAC:51213825	Qurub.01G027700	Qurub.01G027700.1	Qurub.01G027700.1	PF05678	PTHR33143 PTHR33143:SF11					AT3G18360	VQ motif-containing protein			LOC_Os07g06750	VQ domain containing protein, putative, expressed
PAC:51212113	Qurub.01G027800	Qurub.01G027800.1	Qurub.01G027800.1	PF05678	PTHR33143 PTHR33143:SF11									LOC_Os07g06750	VQ domain containing protein, putative, expressed
PAC:51213528	Qurub.01G027900	Qurub.01G027900.1	Qurub.01G027900.1		PTHR36715 PTHR36715:SF1					AT1G68440					
PAC:51211476	Qurub.01G028000	Qurub.01G028000.1	Qurub.01G028000.1	PF00098 PF03732					GO:0003676 GO:0008270						
PAC:51211886	Qurub.01G028100	Qurub.01G028100.1	Qurub.01G028100.1	PF02265	PTHR33146 PTHR33146:SF2	EC:3.1.30.1			GO:0003676 GO:0004519 GO:0006308	AT1G68290	endonuclease 2			LOC_Os01g03740	nuclease PA3, putative, expressed
PAC:51214141	Qurub.01G028200	Qurub.01G028200.1	Qurub.01G028200.1	PF00582	PTHR31964 PTHR31964:SF55				GO:0006950	AT1G68300	Adenine nucleotide alpha hydrolases-like superfamily protein	Cre16.g649650	Universal stress protein	LOC_Os01g32780	universal stress protein domain containing protein, putative, expressed
PAC:51213671	Qurub.01G028300	Qurub.01G028300.1	Qurub.01G028300.1	PF00582	PTHR31964 PTHR31964:SF55				GO:0006950			Cre16.g649650	Universal stress protein		
PAC:51214191	Qurub.01G028400	Qurub.01G028400.1	Qurub.01G028400.1	PF00582	PTHR31964 PTHR31964:SF6				GO:0006950	AT1G68300	Adenine nucleotide alpha hydrolases-like superfamily protein	Cre16.g649650	Universal stress protein	LOC_Os01g32780	universal stress protein domain containing protein, putative, expressed
PAC:51211309	Qurub.01G028500	Qurub.01G028500.1	Qurub.01G028500.1	PF03061	PTHR31793 PTHR31793:SF5					AT1G68260	Thioesterase superfamily protein	Cre04.g213761	(1 of 1) PTHR31793//PTHR31793:SF5 - FAMILY NOT NAMED // THIOESTERASE-LIKE PROTEIN	LOC_Os04g46730	thioesterase family protein, putative, expressed
PAC:51211310	Qurub.01G028500	Qurub.01G028500.2	Qurub.01G028500.2	PF13279	PTHR31793 PTHR31793:SF5					AT1G68260	Thioesterase superfamily protein	Cre04.g213761	(1 of 1) PTHR31793//PTHR31793:SF5 - FAMILY NOT NAMED // THIOESTERASE-LIKE PROTEIN	LOC_Os04g46730	thioesterase family protein, putative, expressed
PAC:51213616	Qurub.01G028600	Qurub.01G028600.1	Qurub.01G028600.1	PF00249	PTHR10641 PTHR10641:SF581		KOG0048	K09422		AT1G68320	myb domain protein 62			LOC_Os01g03720	MYB family transcription factor, putative, expressed
PAC:51213617	Qurub.01G028600	Qurub.01G028600.2	Qurub.01G028600.2	PF00249	PTHR10641 PTHR10641:SF581		KOG0048	K09422		AT1G68320	myb domain protein 62			LOC_Os01g03720	MYB family transcription factor, putative, expressed
